0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0;
1000,-1.0,-1.0,-1.0,-0.998,0.004,-0.97;
2000,-1.0,-1.0,-1.0,-0.996,0.008,-0.94;
3000,-1.0,-1.0,-1.0,-0.994,0.012,-0.90999997;
4000,-1.0,-1.0,-1.0,-0.992,0.016,-0.88;
5000,-1.0,-1.0,-1.0,-0.99,0.02,-0.85;
6000,-1.0,-1.0,-1.0,-0.988,0.024,-0.82;
7000,-1.0,-1.0,-1.0,-0.986,0.028,-0.79;
8000,-1.0,-1.0,-1.0,-0.984,0.032,-0.76;
9000,-1.0,-1.0,-1.0,-0.982,0.036,-0.73;
10000,-1.0,-1.0,-1.0,-0.98,0.04,-0.7;
11000,-1.0,-1.0,-1.0,-0.978,0.044,-0.66999996;
12000,-1.0,-1.0,-1.0,-0.976,0.048,-0.64;
13000,-1.0,-1.0,-1.0,-0.974,0.052,-0.61;
14000,-1.0,-1.0,-1.0,-0.972,0.056,-0.58000004;
15000,-1.0,-1.0,-1.0,-0.97,0.06,-0.55;
16000,-1.0,-1.0,-1.0,-0.968,0.064,-0.52;
17000,-1.0,-1.0,-1.0,-0.966,0.068,-0.49;
18000,-1.0,-1.0,-1.0,-0.964,0.072,-0.45999998;
19000,-1.0,-1.0,-1.0,-0.962,0.076,-0.43;
20000,-1.0,-1.0,-1.0,-0.96,0.08,-0.39999998;
21000,-1.0,-1.0,-1.0,-0.958,0.084,-0.37;
22000,-1.0,-1.0,-1.0,-0.956,0.088,-0.33999997;
23000,-1.0,-1.0,-1.0,-0.954,0.092,-0.31;
24000,-1.0,-1.0,-1.0,-0.952,0.096,-0.27999997;
25000,-1.0,-1.0,-1.0,-0.95,0.1,-0.25;
26000,-1.0,-1.0,-1.0,-0.948,0.104,-0.22000003;
27000,-1.0,-1.0,-1.0,-0.946,0.108,-0.19;
28000,-1.0,-1.0,-1.0,-0.944,0.112,-0.16000003;
29000,-1.0,-1.0,-1.0,-0.94200003,0.116,-0.13;
30000,-1.0,-1.0,-1.0,-0.94,0.12,-0.100000024;
31000,-1.0,-1.0,-1.0,-0.938,0.124,-0.06999999;
32000,-1.0,-1.0,-1.0,-0.936,0.128,-0.04000002;
33000,-1.0,-1.0,-1.0,-0.934,0.132,-0.00999999;
34000,-1.0,-1.0,-1.0,-0.932,0.136,0.01999998;
35000,-1.0,-1.0,-1.0,-0.93,0.14,0.049999952;
36000,-1.0,-1.0,-1.0,-0.928,0.144,0.08000004;
37000,-1.0,-1.0,-1.0,-0.926,0.148,0.110000014;
38000,-1.0,-1.0,-1.0,-0.924,0.152,0.13999999;
39000,-1.0,-1.0,-1.0,-0.922,0.156,0.16999996;
40000,-1.0,-1.0,-1.0,-0.92,0.16,0.20000005;
41000,-1.0,-1.0,-1.0,-0.918,0.164,0.23000002;
42000,-1.0,-1.0,-1.0,-0.916,0.168,0.26;
43000,-1.0,-1.0,-1.0,-0.914,0.172,0.28999996;
44000,-1.0,-1.0,-1.0,-0.912,0.176,0.32000005;
45000,-1.0,-1.0,-1.0,-0.90999997,0.18,0.35000002;
46000,-1.0,-1.0,-1.0,-0.908,0.184,0.38;
47000,-1.0,-1.0,-1.0,-0.906,0.188,0.40999997;
48000,-1.0,-1.0,-1.0,-0.904,0.192,0.44000006;
49000,-1.0,-1.0,-1.0,-0.902,0.196,0.47000003;
50000,-1.0,-1.0,-1.0,-0.9,0.2,0.5;
51000,-1.0,-1.0,-1.0,-0.898,0.204,0.53;
52000,-1.0,-1.0,-1.0,-0.896,0.208,0.55999994;
53000,-1.0,-1.0,-1.0,-0.894,0.212,0.59000003;
54000,-1.0,-1.0,-1.0,-0.892,0.216,0.62;
55000,-1.0,-1.0,-1.0,-0.89,0.22,0.65;
56000,-1.0,-1.0,-1.0,-0.888,0.224,0.67999995;
57000,-1.0,-1.0,-1.0,-0.886,0.228,0.71000004;
58000,-1.0,-1.0,-1.0,-0.884,0.232,0.74;
59000,-1.0,-1.0,-1.0,-0.88199997,0.236,0.77;
60000,-1.0,-1.0,-1.0,-0.88,0.24,0.79999995;
61000,-1.0,-1.0,-1.0,-0.878,0.244,0.83000004;
62000,-1.0,-1.0,-1.0,-0.876,0.248,0.86;
63000,-1.0,-1.0,-1.0,-0.874,0.252,0.89;
64000,-1.0,-1.0,-1.0,-0.872,0.256,0.91999996;
65000,-1.0,-1.0,-1.0,-0.87,0.26,0.95000005;
66000,-1.0,-1.0,-1.0,-0.86800003,0.264,0.98;
67000,-1.0,-1.0,-1.0,-0.866,0.268,-0.99;
68000,-1.0,-1.0,-1.0,-0.86399996,0.272,-0.96;
69000,-1.0,-1.0,-1.0,-0.862,0.276,-0.93;
70000,-1.0,-1.0,-1.0,-0.86,0.28,-0.9;
71000,-1.0,-1.0,-1.0,-0.858,0.284,-0.87;
72000,-1.0,-1.0,-1.0,-0.856,0.288,-0.84000003;
73000,-1.0,-1.0,-1.0,-0.854,0.292,-0.81;
74000,-1.0,-1.0,-1.0,-0.852,0.296,-0.78;
75000,-1.0,-1.0,-1.0,-0.85,0.3,-0.75;
76000,-1.0,-1.0,-1.0,-0.848,0.304,-0.72;
77000,-1.0,-1.0,-1.0,-0.846,0.308,-0.69;
78000,-1.0,-1.0,-1.0,-0.844,0.312,-0.65999997;
79000,-1.0,-1.0,-1.0,-0.842,0.316,-0.63;
80000,-1.0,-1.0,-1.0,-0.84000003,0.32,-0.6;
81000,-1.0,-1.0,-1.0,-0.838,0.324,-0.57;
82000,-1.0,-1.0,-1.0,-0.83599997,0.328,-0.53999996;
83000,-1.0,-1.0,-1.0,-0.834,0.332,-0.51;
84000,-1.0,-1.0,-1.0,-0.832,0.336,-0.48000002;
85000,-1.0,-1.0,-1.0,-0.83,0.34,-0.45;
86000,-1.0,-1.0,-1.0,-0.828,0.344,-0.42000002;
87000,-1.0,-1.0,-1.0,-0.826,0.348,-0.39;
88000,-1.0,-1.0,-1.0,-0.824,0.352,-0.36;
89000,-1.0,-1.0,-1.0,-0.822,0.356,-0.32999998;
90000,-1.0,-1.0,-1.0,-0.82,0.36,-0.3;
91000,-1.0,-1.0,-1.0,-0.818,0.364,-0.26999998;
92000,-1.0,-1.0,-1.0,-0.816,0.368,-0.24000001;
93000,-1.0,-1.0,-1.0,-0.814,0.372,-0.20999998;
94000,-1.0,-1.0,-1.0,-0.81200004,0.376,-0.18;
95000,-1.0,-1.0,-1.0,-0.81,0.38,-0.14999998;
96000,-1.0,-1.0,-1.0,-0.80799997,0.384,-0.120000005;
97000,-1.0,-1.0,-1.0,-0.806,0.388,-0.089999974;
98000,-1.0,-1.0,-1.0,-0.804,0.392,-0.060000002;
99000,-1.0,-1.0,-1.0,-0.802,0.396,-0.029999971;
100000,-1.0,-1.0,-1.0,-0.8,0.4,0.0;
101000,-1.0,-1.0,-1.0,-0.798,0.404,0.029999971;
102000,-1.0,-1.0,-1.0,-0.796,0.408,0.059999943;
103000,-1.0,-1.0,-1.0,-0.794,0.412,0.09000003;
104000,-1.0,-1.0,-1.0,-0.792,0.416,0.120000005;
105000,-1.0,-1.0,-1.0,-0.79,0.42,0.14999998;
106000,-1.0,-1.0,-1.0,-0.788,0.424,0.17999995;
107000,-1.0,-1.0,-1.0,-0.786,0.428,0.21000004;
108000,-1.0,-1.0,-1.0,-0.784,0.432,0.24000001;
109000,-1.0,-1.0,-1.0,-0.782,0.436,0.26999998;
110000,-1.0,-1.0,-1.0,-0.78,0.44,0.29999995;
111000,-1.0,-1.0,-1.0,-0.778,0.444,0.33000004;
112000,-1.0,-1.0,-1.0,-0.776,0.448,0.36;
113000,-1.0,-1.0,-1.0,-0.774,0.452,0.39;
114000,-1.0,-1.0,-1.0,-0.772,0.456,0.41999996;
115000,-1.0,-1.0,-1.0,-0.77,0.46,0.45000005;
116000,-1.0,-1.0,-1.0,-0.768,0.464,0.48000002;
117000,-1.0,-1.0,-1.0,-0.76600003,0.468,0.51;
118000,-1.0,-1.0,-1.0,-0.764,0.472,0.53999996;
119000,-1.0,-1.0,-1.0,-0.76199996,0.476,0.57000005;
120000,-1.0,-1.0,-1.0,-0.76,0.48,0.6;
121000,-1.0,-1.0,-1.0,-0.758,0.484,0.63;
122000,-1.0,-1.0,-1.0,-0.756,0.488,0.65999997;
123000,-1.0,-1.0,-1.0,-0.754,0.492,0.69000006;
124000,-1.0,-1.0,-1.0,-0.752,0.496,0.72;
125000,-1.0,-1.0,0.0,-0.75,0.5,0.75;
126000,-1.0,-1.0,1.0,-0.748,0.504,0.78;
127000,-1.0,-1.0,1.0,-0.746,0.508,0.80999994;
128000,-1.0,-1.0,1.0,-0.74399996,0.512,0.84000003;
129000,-1.0,-1.0,1.0,-0.742,0.516,0.87;
130000,-1.0,-1.0,1.0,-0.74,0.52,0.9;
131000,-1.0,-1.0,1.0,-0.73800004,0.524,0.92999995;
132000,-1.0,-1.0,1.0,-0.736,0.528,0.96000004;
133000,-1.0,-1.0,1.0,-0.73399997,0.532,0.99;
134000,-1.0,-1.0,1.0,-0.732,0.536,-0.98;
135000,-1.0,-1.0,1.0,-0.73,0.54,-0.95;
136000,-1.0,-1.0,1.0,-0.728,0.544,-0.92;
137000,-1.0,-1.0,1.0,-0.726,0.548,-0.89;
138000,-1.0,-1.0,1.0,-0.724,0.552,-0.86;
139000,-1.0,-1.0,1.0,-0.722,0.556,-0.83;
140000,-1.0,-1.0,1.0,-0.72,0.56,-0.8;
141000,-1.0,-1.0,1.0,-0.718,0.564,-0.77;
142000,-1.0,-1.0,1.0,-0.71599996,0.568,-0.74;
143000,-1.0,-1.0,1.0,-0.714,0.572,-0.71000004;
144000,-1.0,-1.0,1.0,-0.712,0.576,-0.68;
145000,-1.0,-1.0,1.0,-0.71000004,0.58,-0.65;
146000,-1.0,-1.0,1.0,-0.708,0.584,-0.62;
147000,-1.0,-1.0,1.0,-0.706,0.588,-0.59000003;
148000,-1.0,-1.0,1.0,-0.704,0.592,-0.56;
149000,-1.0,-1.0,1.0,-0.702,0.596,-0.53;
150000,-1.0,-1.0,1.0,-0.7,0.6,-0.5;
151000,-1.0,-1.0,1.0,-0.698,0.604,-0.47000003;
152000,-1.0,-1.0,1.0,-0.696,0.608,-0.44;
153000,-1.0,-1.0,1.0,-0.694,0.612,-0.41000003;
154000,-1.0,-1.0,1.0,-0.69200003,0.616,-0.38;
155000,-1.0,-1.0,1.0,-0.69,0.62,-0.35000002;
156000,-1.0,-1.0,1.0,-0.68799996,0.624,-0.32;
157000,-1.0,-1.0,1.0,-0.686,0.628,-0.29000002;
158000,-1.0,-1.0,1.0,-0.684,0.632,-0.26;
159000,-1.0,-1.0,1.0,-0.68200004,0.636,-0.23000002;
160000,-1.0,-1.0,1.0,-0.68,0.64,-0.19999999;
161000,-1.0,-1.0,1.0,-0.678,0.644,-0.17000002;
162000,-1.0,-1.0,1.0,-0.676,0.648,-0.13999999;
163000,-1.0,-1.0,1.0,-0.674,0.652,-0.110000014;
164000,-1.0,-1.0,1.0,-0.672,0.656,-0.07999998;
165000,-1.0,-1.0,1.0,-0.66999996,0.66,-0.050000012;
166000,-1.0,-1.0,1.0,-0.668,0.664,-0.01999998;
167000,-1.0,-1.0,1.0,-0.666,0.668,0.00999999;
168000,-1.0,-1.0,1.0,-0.66400003,0.672,0.03999996;
169000,-1.0,-1.0,1.0,-0.662,0.676,0.07000005;
170000,-1.0,-1.0,1.0,-0.65999997,0.68,0.100000024;
171000,-1.0,-1.0,1.0,-0.658,0.684,0.13;
172000,-1.0,-1.0,1.0,-0.656,0.688,0.15999997;
173000,-1.0,-1.0,1.0,-0.65400004,0.692,0.19000006;
174000,-1.0,-1.0,1.0,-0.652,0.696,0.22000003;
175000,-1.0,-1.0,1.0,-0.65,0.7,0.25;
176000,-1.0,-1.0,1.0,-0.648,0.704,0.27999997;
177000,-1.0,-1.0,1.0,-0.646,0.708,0.30999994;
178000,-1.0,-1.0,1.0,-0.644,0.712,0.34000003;
179000,-1.0,-1.0,1.0,-0.64199996,0.716,0.37;
180000,-1.0,-1.0,1.0,-0.64,0.72,0.39999998;
181000,-1.0,-1.0,1.0,-0.638,0.724,0.42999995;
182000,-1.0,-1.0,1.0,-0.63600004,0.728,0.46000004;
183000,-1.0,-1.0,1.0,-0.634,0.732,0.49;
184000,-1.0,-1.0,1.0,-0.63199997,0.736,0.52;
185000,-1.0,-1.0,1.0,-0.63,0.74,0.54999995;
186000,-1.0,-1.0,1.0,-0.628,0.744,0.58000004;
187000,-1.0,-1.0,1.0,-0.626,0.748,0.61;
188000,-1.0,-1.0,1.0,-0.624,0.752,0.64;
189000,-1.0,-1.0,1.0,-0.622,0.756,0.66999996;
190000,-1.0,-1.0,1.0,-0.62,0.76,0.70000005;
191000,-1.0,-1.0,1.0,-0.61800003,0.764,0.73;
192000,-1.0,-1.0,1.0,-0.616,0.768,0.76;
193000,-1.0,-1.0,1.0,-0.61399996,0.772,0.78999996;
194000,-1.0,-1.0,1.0,-0.612,0.776,0.82000005;
195000,-1.0,-1.0,1.0,-0.61,0.78,0.85;
196000,-1.0,-1.0,1.0,-0.60800004,0.784,0.88;
197000,-1.0,-1.0,1.0,-0.606,0.788,0.90999997;
198000,-1.0,-1.0,1.0,-0.604,0.792,0.94000006;
199000,-1.0,-1.0,1.0,-0.602,0.796,0.97;
200000,-1.0,-1.0,1.0,-0.6,0.8,-1.0;
201000,-1.0,-1.0,1.0,-0.598,0.804,-0.97;
202000,-1.0,-1.0,1.0,-0.59599996,0.808,-0.94;
203000,-1.0,-1.0,1.0,-0.594,0.812,-0.90999997;
204000,-1.0,-1.0,1.0,-0.592,0.816,-0.88;
205000,-1.0,-1.0,1.0,-0.59000003,0.82,-0.85;
206000,-1.0,-1.0,1.0,-0.588,0.824,-0.82;
207000,-1.0,-1.0,1.0,-0.58599997,0.828,-0.79;
208000,-1.0,-1.0,1.0,-0.584,0.832,-0.76;
209000,-1.0,-1.0,1.0,-0.582,0.836,-0.73;
210000,-1.0,-1.0,1.0,-0.58000004,0.84,-0.7;
211000,-1.0,-1.0,1.0,-0.578,0.844,-0.66999996;
212000,-1.0,-1.0,1.0,-0.576,0.848,-0.64;
213000,-1.0,-1.0,1.0,-0.574,0.852,-0.61;
214000,-1.0,-1.0,1.0,-0.572,0.856,-0.58000004;
215000,-1.0,-1.0,1.0,-0.57,0.86,-0.55;
216000,-1.0,-1.0,1.0,-0.56799996,0.864,-0.52;
217000,-1.0,-1.0,1.0,-0.566,0.868,-0.49;
218000,-1.0,-1.0,1.0,-0.564,0.872,-0.45999998;
219000,-1.0,-1.0,1.0,-0.56200004,0.876,-0.43;
220000,-1.0,-1.0,1.0,-0.56,0.88,-0.39999998;
221000,-1.0,-1.0,1.0,-0.55799997,0.884,-0.37;
222000,-1.0,-1.0,1.0,-0.556,0.888,-0.33999997;
223000,-1.0,-1.0,1.0,-0.554,0.892,-0.31;
224000,-1.0,-1.0,1.0,-0.552,0.896,-0.27999997;
225000,-1.0,-1.0,1.0,-0.55,0.9,-0.25;
226000,-1.0,-1.0,1.0,-0.548,0.904,-0.22000003;
227000,-1.0,-1.0,1.0,-0.546,0.908,-0.19;
228000,-1.0,-1.0,1.0,-0.544,0.912,-0.16000003;
229000,-1.0,-1.0,1.0,-0.542,0.916,-0.13;
230000,-1.0,-1.0,1.0,-0.53999996,0.92,-0.100000024;
231000,-1.0,-1.0,1.0,-0.538,0.924,-0.06999999;
232000,-1.0,-1.0,1.0,-0.536,0.928,-0.04000002;
233000,-1.0,-1.0,1.0,-0.53400004,0.932,-0.00999999;
234000,-1.0,-1.0,1.0,-0.532,0.936,0.01999998;
235000,-1.0,-1.0,1.0,-0.53,0.94,0.049999952;
236000,-1.0,-1.0,1.0,-0.528,0.944,0.08000004;
237000,-1.0,-1.0,1.0,-0.526,0.948,0.110000014;
238000,-1.0,-1.0,1.0,-0.524,0.952,0.13999999;
239000,-1.0,-1.0,1.0,-0.522,0.956,0.16999996;
240000,-1.0,-1.0,1.0,-0.52,0.96,0.20000005;
241000,-1.0,-1.0,1.0,-0.518,0.964,0.23000002;
242000,-1.0,-1.0,1.0,-0.51600003,0.968,0.26;
243000,-1.0,-1.0,1.0,-0.514,0.972,0.28999996;
244000,-1.0,-1.0,1.0,-0.51199996,0.976,0.32000005;
245000,-1.0,-1.0,1.0,-0.51,0.98,0.35000002;
246000,-1.0,-1.0,1.0,-0.508,0.984,0.38;
247000,-1.0,-1.0,1.0,-0.50600004,0.988,0.40999997;
248000,-1.0,-1.0,1.0,-0.504,0.992,0.44000006;
249000,-1.0,-1.0,1.0,-0.502,0.996,0.47000003;
250000,-1.0,0.0,1.0,-0.5,-1.0,0.5;
251000,-1.0,1.0,1.0,-0.49800003,-0.99600005,0.53;
252000,-1.0,1.0,1.0,-0.496,-0.992,0.55999994;
253000,-1.0,1.0,1.0,-0.49400002,-0.98800004,0.59000003;
254000,-1.0,1.0,1.0,-0.49199998,-0.98399997,0.62;
255000,-1.0,1.0,1.0,-0.49,-0.98,0.65;
256000,-1.0,1.0,1.0,-0.48799998,-0.97599995,0.67999995;
257000,-1.0,1.0,1.0,-0.486,-0.972,0.71000004;
258000,-1.0,1.0,1.0,-0.48400003,-0.96800005,0.74;
259000,-1.0,1.0,1.0,-0.482,-0.964,0.77;
260000,-1.0,1.0,1.0,-0.48000002,-0.96000004,0.79999995;
261000,-1.0,1.0,1.0,-0.478,-0.956,0.83000004;
262000,-1.0,1.0,1.0,-0.476,-0.952,0.86;
263000,-1.0,1.0,1.0,-0.47399998,-0.94799995,0.89;
264000,-1.0,1.0,1.0,-0.472,-0.944,0.91999996;
265000,-1.0,1.0,1.0,-0.47000003,-0.94000006,0.95000005;
266000,-1.0,1.0,1.0,-0.468,-0.936,0.98;
267000,-1.0,1.0,1.0,-0.46600002,-0.93200004,-0.99;
268000,-1.0,1.0,1.0,-0.464,-0.928,-0.96;
269000,-1.0,1.0,1.0,-0.462,-0.924,-0.93;
270000,-1.0,1.0,1.0,-0.45999998,-0.91999996,-0.9;
271000,-1.0,1.0,1.0,-0.458,-0.916,-0.87;
272000,-1.0,1.0,1.0,-0.45599997,-0.91199994,-0.84000003;
273000,-1.0,1.0,1.0,-0.454,-0.908,-0.81;
274000,-1.0,1.0,1.0,-0.45200002,-0.90400004,-0.78;
275000,-1.0,1.0,1.0,-0.45,-0.9,-0.75;
276000,-1.0,1.0,1.0,-0.448,-0.896,-0.72;
277000,-1.0,1.0,1.0,-0.44599998,-0.89199996,-0.69;
278000,-1.0,1.0,1.0,-0.444,-0.888,-0.65999997;
279000,-1.0,1.0,1.0,-0.44199997,-0.88399994,-0.63;
280000,-1.0,1.0,1.0,-0.44,-0.88,-0.6;
281000,-1.0,1.0,1.0,-0.43800002,-0.87600005,-0.57;
282000,-1.0,1.0,1.0,-0.436,-0.872,-0.53999996;
283000,-1.0,1.0,1.0,-0.43400002,-0.86800003,-0.51;
284000,-1.0,1.0,1.0,-0.43199998,-0.86399996,-0.48000002;
285000,-1.0,1.0,1.0,-0.43,-0.86,-0.45;
286000,-1.0,1.0,1.0,-0.42799997,-0.85599995,-0.42000002;
287000,-1.0,1.0,1.0,-0.426,-0.852,-0.39;
288000,-1.0,1.0,1.0,-0.42400002,-0.84800005,-0.36;
289000,-1.0,1.0,1.0,-0.422,-0.844,-0.32999998;
290000,-1.0,1.0,1.0,-0.42000002,-0.84000003,-0.3;
291000,-1.0,1.0,1.0,-0.41799998,-0.83599997,-0.26999998;
292000,-1.0,1.0,1.0,-0.416,-0.832,-0.24000001;
293000,-1.0,1.0,1.0,-0.41399997,-0.82799995,-0.20999998;
294000,-1.0,1.0,1.0,-0.412,-0.824,-0.18;
295000,-1.0,1.0,1.0,-0.41000003,-0.82000005,-0.14999998;
296000,-1.0,1.0,1.0,-0.408,-0.816,-0.120000005;
297000,-1.0,1.0,1.0,-0.40600002,-0.81200004,-0.089999974;
298000,-1.0,1.0,1.0,-0.40399998,-0.80799997,-0.060000002;
299000,-1.0,1.0,1.0,-0.402,-0.804,-0.029999971;
300000,-1.0,1.0,1.0,-0.39999998,-0.79999995,0.0;
301000,-1.0,1.0,1.0,-0.398,-0.796,0.029999971;
302000,-1.0,1.0,1.0,-0.39600003,-0.79200006,0.059999943;
303000,-1.0,1.0,1.0,-0.394,-0.788,0.09000003;
304000,-1.0,1.0,1.0,-0.39200002,-0.78400004,0.120000005;
305000,-1.0,1.0,1.0,-0.39,-0.78,0.14999998;
306000,-1.0,1.0,1.0,-0.388,-0.776,0.17999995;
307000,-1.0,1.0,1.0,-0.38599998,-0.77199996,0.21000004;
308000,-1.0,1.0,1.0,-0.384,-0.768,0.24000001;
309000,-1.0,1.0,1.0,-0.38200003,-0.76400006,0.26999998;
310000,-1.0,1.0,1.0,-0.38,-0.76,0.29999995;
311000,-1.0,1.0,1.0,-0.37800002,-0.75600004,0.33000004;
312000,-1.0,1.0,1.0,-0.376,-0.752,0.36;
313000,-1.0,1.0,1.0,-0.374,-0.748,0.39;
314000,-1.0,1.0,1.0,-0.37199998,-0.74399996,0.41999996;
315000,-1.0,1.0,1.0,-0.37,-0.74,0.45000005;
316000,-1.0,1.0,1.0,-0.36799997,-0.73599994,0.48000002;
317000,-1.0,1.0,1.0,-0.366,-0.732,0.51;
318000,-1.0,1.0,1.0,-0.36400002,-0.72800004,0.53999996;
319000,-1.0,1.0,1.0,-0.362,-0.724,0.57000005;
320000,-1.0,1.0,1.0,-0.36,-0.72,0.6;
321000,-1.0,1.0,1.0,-0.35799998,-0.71599996,0.63;
322000,-1.0,1.0,1.0,-0.356,-0.712,0.65999997;
323000,-1.0,1.0,1.0,-0.35399997,-0.70799994,0.69000006;
324000,-1.0,1.0,1.0,-0.352,-0.704,0.72;
325000,-1.0,1.0,1.0,-0.35000002,-0.70000005,0.75;
326000,-1.0,1.0,1.0,-0.348,-0.696,0.78;
327000,-1.0,1.0,1.0,-0.34600002,-0.69200003,0.80999994;
328000,-1.0,1.0,1.0,-0.34399998,-0.68799996,0.84000003;
329000,-1.0,1.0,1.0,-0.342,-0.684,0.87;
330000,-1.0,1.0,1.0,-0.33999997,-0.67999995,0.9;
331000,-1.0,1.0,1.0,-0.338,-0.676,0.92999995;
332000,-1.0,1.0,1.0,-0.33600003,-0.67200005,0.96000004;
333000,-1.0,1.0,1.0,-0.334,-0.668,0.99;
334000,-1.0,1.0,1.0,-0.33200002,-0.66400003,-0.98;
335000,-1.0,1.0,1.0,-0.32999998,-0.65999997,-0.95;
336000,-1.0,1.0,1.0,-0.328,-0.656,-0.92;
337000,-1.0,1.0,1.0,-0.32599998,-0.65199995,-0.89;
338000,-1.0,1.0,1.0,-0.324,-0.648,-0.86;
339000,-1.0,1.0,1.0,-0.32200003,-0.64400005,-0.83;
340000,-1.0,1.0,1.0,-0.32,-0.64,-0.8;
341000,-1.0,1.0,1.0,-0.31800002,-0.63600004,-0.77;
342000,-1.0,1.0,1.0,-0.31599998,-0.63199997,-0.74;
343000,-1.0,1.0,1.0,-0.314,-0.628,-0.71000004;
344000,-1.0,1.0,1.0,-0.31199998,-0.62399995,-0.68;
345000,-1.0,1.0,1.0,-0.31,-0.62,-0.65;
